Title,Description,Caller,Assignment group
need file restored network drive hostname ,need file restored network drive  what the file full pathname  techcenter projects  what server drive it hostname   from what backup date last modified date you want the file restored  unsure the most recent backup date will used   you want the entire folder restored  not you must provide the specific filename restore  yes  the backup tape not onsite it to allow business days retrieve the offsite tape  extra charges apply for emergency delivery   you want this filename and folder restored its original place and with its original name other words overwrite will done  not then you need supply the new name and location restore to  note  day maximum backup available  this for file restores  exception only being hostname  hostname  they are kept for year ,nwqktzlx vnlqkgpb,GRP_5
need access for utislgov fetaqndw ,   there want give utislgov fetaqndw  mail ,zjawqgcs tohqcxla,GRP_12
unlock erp sid erp production account,unlock erp sid erp production account,vmidjaxk boarxyps,GRP_0
revisar lpaw rfv  usadtto dfsdpor ffthhiago frsilva,usar microsoft update atualizar adobe acrobat adobe flash java revisar grupos revisar atualizar sep revisar patching antivirus revisar erp client executar check disk defrag scan sep atualizar drivers dell verificar atualiza nova vers pacote office uacyltoe hxgayczear acessos itau caixa hsbc uacyltoe hxgayczear abertura plaghynilhas ita  ,kbnfxpsy gehxzayq,GRP_62
seep installation ,seep installation ,ztrpuvdf jlahkmdv,GRP_0
issue pricing distributor tool,we have agreed price with many the distributors for given period and skus  this specified through pricing condition zcnc erp  distributor tool is order through sold  ship combination    till august  flat rate deployment did not have any issues    today when the distributor tried book the order with zcnc pricing condition the initial screen shows the correct price but when the item selected and quick order clicked the price getting changed list price less standard discount instead retaining the zcnc price ,hbmwlprq ilfvyodx,GRP_21
outlook issue ,outlook issue ,wxnetroc yecbmliq,GRP_0
vvfrtgarnb  account disabled  account needs be enabled till aug,   please enable bahbrgy account aerp  is not leaving company until this friday  not know why his account was disabled today ,dctviemg muapxkns,GRP_2
erp sid password reset ,erp sid password reset ,uerghtyi erzatqpy,GRP_0
account disabled for user vvfrtgarnb,account disabled for user vvfrtgarnb,kcnosyae zlpmfxgs,GRP_0
unable connect wifi,unable connect wifi ,csmhykge mpxbjudw,GRP_0
close telephony software between  and  local time due kick off dinner,hi would you please close telephony software for turkey between  and  local time due kick off dinner was approved djpwfxzt cfkwxlmq ,lhycpqra fdhyxqrw,GRP_7
distributor tool company issue and engineering tool issue ,distributor tool company issue and engineering tool issue ,wipzvlug urmdkgpa,GRP_0
reset passwords for wptbgchj jutpdcqf using password management tool password reset ,the,wptbgchj jutpdcqf,GRP_17
unable connect vpn,   dear sir madam unable access vpn please refer below message  ,zrpemyab xvzwcbha,GRP_0
my symantec management agent disabled,my symantec management agent disabled,yvjdluhk hmcpvtdj,GRP_50
npc maintain plant value tasks assigned jimdghty beshryu error ,npc information from jimdghty beshryu  have tried complete the task  recruited the help the usa planners who usually that step  they tell that all the tasks they are complete with this item  product engineering was able complete their task that cannot done based what have been told until the planners finish their task ,svuxizgr mkynswqd,GRP_11
display settings issue ,display setting issue ,ihozauxs ohdqmipz,GRP_0
idg password reset not possible ,idg password reset not possible  ,xuymwdbn polhsczj,GRP_0
can print drawing,when attempting print from locations  missing sheet page being printed guess that although the drawing in status all originals still reside cadb storage ,ctvaejbo mjcerqwo,GRP_11
i can not log into erp hcm via the vpn,i connected the vpn but can not log into erp  keep getting the error message that seems imply that not connected the vpn  any help appreciated ,mcjqespd ldwsmjgx,GRP_0
attached mail saved desktop template with text and signature but when sent nothing to seen ,attached mail saved desktop template with text and signature but when sent nothing to seen ,anuxbyzg bvsqcjkw,GRP_0
business client login,hi kindly help out access drawing search  view and download business client utility ,qxmujhwg rsgqidxw,GRP_0
hostname  tool tax interface app   total cpu now   since  on  ,hostname  tool tax interface app   total cpu now   which above the error threshold  ,jyoqwxhz clhxsoqy,GRP_12
